municipio_distrito;latitude;longitude;fecha_informe;casos_confirmados_activos_ultimos_14dias;tasa_incidencia_acumulada_activos_ultimos_14dias;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;poblacion_distrito;tasa_incidencia_acumulada_total;codigo_geometria
Buitrago del Lozoya;;;22/06/2021 12:07;;;;0;208;;10617,66;278
Valdelaguna;;;22/06/2021 12:07;;;;306,44;71;;7252,3;1570
Valdepiélagos;;;22/06/2021 12:07;;;;162,87;45;;7328,99;1631
Casarrubuelos;;;22/06/2021 12:07;;;;26,01;396;;10299,09;360
Miraflores de la Sierra;;;22/06/2021 12:07;;;;62,87;595;;9352,4;856
Paracuellos de Jarama;;;22/06/2021 12:07;;;17;65,59;2196;;8473,2;1049
El Vellón;;;22/06/2021 12:07;;;7;349,3;148;;7385,23;1684
Lozoya;;;22/06/2021 12:07;;;;0;27;;4655,17;761
Collado Villalba;;;22/06/2021 12:07;;;39;60,58;8203;;12741,93;474
Colmenarejo;;;22/06/2021 12:07;;;;21,67;788;;8537,38;442
Villavieja del Lozoya;;;22/06/2021 12:07;;;;0;22;;8396,95;1821
Prádena del Rincón;;;22/06/2021 12:07;;;;0;;;3200;1179
La Cabrera;;;22/06/2021 12:07;;;7;255,85;357;;13048,25;301
Sevilla la Nueva;;;22/06/2021 12:07;;;15;159,69;937;;9975,51;1415
La Acebeda;;;22/06/2021 12:07;;;;0;;;2941,18;14
Redueña;;;22/06/2021 12:07;;;;0;8;;2962,96;1219
Robledillo de la Jara;;;22/06/2021 12:07;;;;0;11;;11578,95;1245
La Serna del Monte;;;22/06/2021 12:07;;;;0;17;;19540,23;1381
Colmenar de Oreja;;;22/06/2021 12:07;;;5;61,32;819;;10044,15;437
Rozas de Puerto Real;;;22/06/2021 12:07;;;;0;38;;6846,85;1283
Valdemanco;;;22/06/2021 12:07;;;;103,84;54;;5607,48;1586
Brunete;;;22/06/2021 12:07;;;;27,88;1020;;9479,55;262
Titulcia;;;22/06/2021 12:07;;;;0;125;;9321,4;1473
Villa del Prado;;;22/06/2021 12:07;;;;15,01;846;;12700,8;1718
Lozoyuela-Navas-Sieteiglesias;;;22/06/2021 12:07;;;;0;124;;9253,73;9015
Quijorna;;;22/06/2021 12:07;;;7;197,68;393;;11098,56;1198
Valdemoro;;;22/06/2021 12:07;;;57;73,77;6592;;8531,12;1610
Tres Cantos;;;22/06/2021 12:07;;;48;99,33;3760;;7780,49;9036
Torrelaguna;;;22/06/2021 12:07;;;;20,6;465;;9579,73;1512
Rivas-Vaciamadrid;;;22/06/2021 12:07;;;59;64,85;8007;;8801,51;1230
El Atazar;;;22/06/2021 12:07;;;;0;;;1111,11;164
Pedrezuela;;;22/06/2021 12:07;;;5;81,3;667;;10845,53;1087
Santa María de la Alameda;;;22/06/2021 12:07;;;;0;71;;5374,72;1356
Horcajuelo de la Sierra;;;22/06/2021 12:07;;;;0;;;4494,38;719
Arroyomolinos;;;22/06/2021 12:07;;;16;48,58;2542;;7718,23;151
Moralzarzal;;;22/06/2021 12:07;;;6;45;1449;;10866,96;908
Canencia;;;22/06/2021 12:07;;;;0;39;;8724,83;344
Villarejo de Salvanés;;;22/06/2021 12:07;;;;53,81;892;;12000,54;1809
Serranillos del Valle;;;22/06/2021 12:07;;;;69,91;439;;10230,72;1408
Villaviciosa de Odón;;;22/06/2021 12:07;;;31;110,13;2629;;9339,92;1816
Camarma de Esteruelas;;;22/06/2021 12:07;;;7;94,12;533;;7166,87;323
Robledo de Chavela;;;22/06/2021 12:07;;;;0;270;;6186,98;1258
Patones;;;22/06/2021 12:07;;;;0;34;;6307,98;1071
Navalagamella;;;22/06/2021 12:07;;;;0;235;;8911,64;954
Rascafría;;;22/06/2021 12:07;;;;115,94;136;;7884,06;1202
El Boalo;;;22/06/2021 12:07;;;;26,1;819;;10687,72;231
Majadahonda;;;22/06/2021 12:07;;;37;51,28;8547;;11845,33;800
Batres;;;22/06/2021 12:07;;;;0;104;;5942,86;170
Alcobendas;;;22/06/2021 12:07;;;119;100,49;14719;;12429,8;66
Alcalá de Henares;;;22/06/2021 12:07;;;136;68,84;17254;;8733,46;53
Colmenar Viejo;;;22/06/2021 12:07;;;73;140,55;5155;;9925,3;455
San Fernando de Henares;;;22/06/2021 12:07;;;18;45,49;4439;;11219,23;1300
Villalbilla;;;22/06/2021 12:07;;;13;90,33;1011;;7024,74;1723
El Escorial;;;22/06/2021 12:07;;;8;48,88;1295;;7913,23;549
Colmenar del Arroyo;;;22/06/2021 12:07;;;;0;152;;8515,41;421
Torrejón de Ardoz;;;22/06/2021 12:07;;;85;63,98;14066;;10587,64;1489
Piñuécar-Gandullas;;;22/06/2021 12:07;;;;0;11;;6145,25;1147
Brea de Tajo;;;22/06/2021 12:07;;;;0;96;;18972,33;259
El Molar;;;22/06/2021 12:07;;;9;96,91;863;;9292,56;869
Belmonte de Tajo;;;22/06/2021 12:07;;;;0;153;;9090,91;199
Torres de la Alameda;;;22/06/2021 12:07;;;8;102,13;686;;8757,82;1548
Somosierra;;;22/06/2021 12:07;;;;0;8;;9195,4;1436
Alpedrete;;;22/06/2021 12:07;;;10;67,39;1555;;10479,14;105
Orusco de Tajuña;;;22/06/2021 12:07;;;;0;119;;9189,19;1028
La Hiruela;;;22/06/2021 12:07;;;;0;;;4615,38;698
Cervera de Buitrago;;;22/06/2021 12:07;;;;0;16;;9876,54;395
Getafe;;;22/06/2021 12:07;;;126;68,04;18625;;10057,78;650
Ribatejada;;;22/06/2021 12:07;;;;0;75;;9363,3;1224
Villaconejos;;;22/06/2021 12:07;;;;116,89;404;;11805,96;1701
Valdetorres de Jarama;;;22/06/2021 12:07;;;;87,32;343;;7487,45;1646
Pozuelo de Alarcón;;;22/06/2021 12:07;;;99;113,58;8887;;10195,61;1150
Madrid-Retiro;;;15/06/2021 12:59;;;130;108,01;12293;;10213,53;79603
Madrid-Salamanca;;;15/06/2021 12:59;;;168;113,64;16409;;11099,09;79604
Madrid-Centro;;;15/06/2021 12:59;;;180;128,09;15622;;11116,96;79601
Madrid-Arganzuela;;;15/06/2021 12:59;;;171;109,86;16062;;10319,44;79602
Madrid-Chamartín;;;15/06/2021 12:59;;;194;131,48;15794;;10704,24;79605
Madrid-Tetuán;;;15/06/2021 12:59;;;174;107,81;17324;;10734,31;79606
Madrid-Chamberí;;;15/06/2021 12:59;;;162;115,03;16271;;11553,32;79607
Madrid-Fuencarral-El Pardo;;;15/06/2021 12:59;;;225;90,03;24275;;9713,54;79608
Madrid-Moncloa-Aravaca;;;15/06/2021 12:59;;;124;101,92;14067;;11562,17;79609
Madrid-Latina;;;15/06/2021 12:59;;;220;90,85;24841;;10258,39;79610
Madrid-Carabanchel;;;15/06/2021 12:59;;;239;91,85;28607;;10993,39;79611
Madrid-Usera;;;15/06/2021 12:59;;;125;87,37;16352;;11429,13;79612
Madrid-Puente de Vallecas;;;15/06/2021 12:59;;;230;95,47;32171;;13354,17;79613
Madrid-San Blas - Canillejas;;;15/06/2021 12:59;;;191;118,51;16471;;10219,9;79620
Madrid-Barajas;;;15/06/2021 12:59;;;68;136,05;4834;;9671,29;79621
Madrid-Moratalaz;;;15/06/2021 12:59;;;80;83,71;10516;;11003,8;79614
Madrid-Ciudad Lineal;;;15/06/2021 12:59;;;243;110,51;24098;;10959,07;79615
Madrid-Hortaleza;;;15/06/2021 12:59;;;163;84,36;18898;;9780,31;79616
Madrid-Villaverde;;;15/06/2021 12:59;;;149;96,52;17646;;11430,9;79617
Madrid-Villa de Vallecas;;;15/06/2021 12:59;;;126;110,09;11867;;10368,45;79618
Madrid-Vicálvaro;;;15/06/2021 12:59;;;98;132,43;7391;;9987,3;79619
Alcorcón;;;15/06/2021 12:59;;;192;111,38;16771;;9728,86;72
Navalcarnero;;;15/06/2021 12:59;;;29;96,72;2664;;8884,44;967
San Agustín del Guadalix;;;15/06/2021 12:59;;;9;66,83;1467;;10894,1;1296
Las Rozas de Madrid;;;15/06/2021 12:59;;;116;120,69;9065;;9431,61;1277
Moraleja de Enmedio;;;15/06/2021 12:59;;;;19,23;607;;11673,08;894
Valdaracete;;;15/06/2021 12:59;;;;0;68;;11239,67;1551
Pozuelo del Rey;;;15/06/2021 12:59;;;;85,32;78;;6655,29;1163
Puebla de la Sierra;;;15/06/2021 12:59;;;;0;19;;26027,4;1185
Perales de Tajuña;;;15/06/2021 12:59;;;;133,78;262;;8762,54;1104
Valdemorillo;;;15/06/2021 12:59;;;9;70,47;884;;6921,39;1603
Navalafuente;;;15/06/2021 12:59;;;;198,54;132;;8735,94;941
Velilla de San Antonio;;;15/06/2021 12:59;;;5;40,39;1307;;10557,35;1678
Villanueva de la Cañada;;;15/06/2021 12:59;;;48;217,05;2249;;10169,57;1760
Villanueva del Pardillo;;;15/06/2021 12:59;;;29;166,7;1754;;10082,78;1776
Nuevo Baztán;;;15/06/2021 12:59;;;10;154,94;497;;7700,65;1006
Villamantilla;;;15/06/2021 12:59;;;;0;118;;7962,21;1757
Villamanta;;;15/06/2021 12:59;;;;38,39;241;;9251,44;1744
Cabanillas de la Sierra;;;15/06/2021 12:59;;;;0;87;;11082,8;297
Cenicientos;;;15/06/2021 12:59;;;;0;200;;9813,54;376
Puentes Viejas;;;15/06/2021 12:59;;;10;1430,62;43;;6151,65;9020
Aranjuez;;;15/06/2021 12:59;;;37;61,33;6556;;10866,54;133
Cercedilla;;;15/06/2021 12:59;;;;55,52;782;;10853,57;382
Santorcaz;;;15/06/2021 12:59;;;;0;62;;6896,55;1369
Coslada;;;15/06/2021 12:59;;;86;105,66;8764;;10767,78;493
Morata de Tajuña;;;15/06/2021 12:59;;;8;101,95;852;;10857,65;915
Robregordo;;;15/06/2021 12:59;;;;0;5;;7692,31;1261
Navarredonda y San Mamés;;;15/06/2021 12:59;;;;0;16;;12403,1;973
Venturada;;;15/06/2021 12:59;;;;0;163;;7273,54;1697
Navacerrada;;;15/06/2021 12:59;;;6;194,11;346;;11193,79;936
Montejo de la Sierra;;;15/06/2021 12:59;;;;0;49;;13461,54;881
Fresno de Torote;;;15/06/2021 12:59;;;5;217,49;145;;6307,09;571
Pinilla del Valle;;;15/06/2021 12:59;;;;0;9;;4736,84;1126
Valdemaqueda;;;15/06/2021 12:59;;;;0;70;;9032,26;1599
Navas del Rey;;;15/06/2021 12:59;;;;33,72;300;;10114,63;992
Olmeda de las Fuentes;;;15/06/2021 12:59;;;;0;28;;8092,49;1013
Bustarviejo;;;15/06/2021 12:59;;;;39,65;156;;6185,57;284
Becerril de la Sierra;;;15/06/2021 12:59;;;;34,04;661;;11251,06;186
Fuenlabrada;;;15/06/2021 12:59;;;155;79,69;21692;;11151,9;587
Garganta de los Montes;;;15/06/2021 12:59;;;;0;26;;6896,55;626
Pinto;;;15/06/2021 12:59;;;62;116,27;4667;;8751,99;1132
Alameda del Valle;;;15/06/2021 12:59;;;;0;7;;3431,37;35
Berzosa del Lozoya;;;15/06/2021 12:59;;;;0;54;;24324,32;203
Los Santos de la Humosa;;;15/06/2021 12:59;;;;74,24;222;;8240,53;1375
El Álamo;;;15/06/2021 12:59;;;;10,14;1015;;10292,03;40
Pelayos de la Presa;;;15/06/2021 12:59;;;;0;231;;8632,29;1090
Galapagar;;;15/06/2021 12:59;;;34;98,56;3538;;10255,96;611
Griñón;;;15/06/2021 12:59;;;8;76,67;1200;;11499,76;663
Gargantilla del Lozoya y Pinilla de Buitrago;;;15/06/2021 12:59;;;;0;43;;13915,86;632
Aldea del Fresno;;;15/06/2021 12:59;;;;100,91;274;;9216,28;88
Carabaña;;;15/06/2021 12:59;;;;48,05;192;;9226,33;357
Talamanca de Jarama;;;15/06/2021 12:59;;;;0;409;;10194,42;1454
Chapinería;;;15/06/2021 12:59;;;;0;133;;5509,53;513
Ciempozuelos;;;15/06/2021 12:59;;;14;55,77;2423;;9651,85;409
Ajalvir;;;15/06/2021 12:59;;;;0;303;;6418,13;29
San Lorenzo de El Escorial;;;15/06/2021 12:59;;;41;221,24;1562;;8428,66;1317
Gascones;;;15/06/2021 12:59;;;;0;11;;6250;647
San Martín de la Vega;;;15/06/2021 12:59;;;20;101,87;1947;;9916,98;1322
Móstoles;;;15/06/2021 12:59;;;172;81,78;21870;;10398,98;920
Leganés;;;15/06/2021 12:59;;;151;79,01;18366;;9609,97;745
Braojos;;;15/06/2021 12:59;;;;485,44;25;;12135,92;246
Cubas de la Sagra;;;15/06/2021 12:59;;;;61,17;751;;11484,94;506
Algete;;;15/06/2021 12:59;;;24;115,03;2409;;11546,2;91
Mejorada del Campo;;;15/06/2021 12:59;;;31;131,14;2389;;10106,18;843
Loeches;;;15/06/2021 12:59;;;8;89,92;805;;9047,99;758
Parla;;;15/06/2021 12:59;;;158;118,37;15023;;11254,7;1065
Fuentidueña de Tajo;;;15/06/2021 12:59;;;;0;218;;10205,99;604
Ambite;;;15/06/2021 12:59;;;;0;66;;10837,44;112
Torremocha de Jarama;;;15/06/2021 12:59;;;;0;60;;5581,4;1533
Anchuelo;;;15/06/2021 12:59;;;;0;76;;5909,8;127
Los Molinos;;;15/06/2021 12:59;;;;67,67;496;;11188,81;875
Soto del Real;;;15/06/2021 12:59;;;8;89,08;772;;8595,92;1441
Valverde de Alcalá;;;15/06/2021 12:59;;;;0;37;;7429,72;1662
Fuente el Saz de Jarama;;;15/06/2021 12:59;;;13;190,98;864;;12692,82;590
Horcajo de la Sierra-Aoslos;;;15/06/2021 12:59;;;;0;7;;4605,26;702
Valdeolmos-Alalpardo;;;15/06/2021 12:59;;;7;165,41;412;;9735,35;1625
Campo Real;;;15/06/2021 12:59;;;5;77,88;729;;11355,14;339
Valdeavero;;;15/06/2021 12:59;;;;125,71;115;;7228,16;1564
Villamanrique de Tajo;;;15/06/2021 12:59;;;;0;63;;8910,89;1739
Cobeña;;;15/06/2021 12:59;;;;53,43;812;;10846,91;416
Fresnedillas de la Oliva;;;15/06/2021 12:59;;;7;423,99;139;;8419,14;565
Valdilecha;;;15/06/2021 12:59;;;8;268,28;342;;11468,81;1659
El Berrueco;;;15/06/2021 12:59;;;;0;71;;9137,71;210
Pezuela de las Torres;;;15/06/2021 12:59;;;;0;57;;6574,39;1111
Villar del Olmo;;;15/06/2021 12:59;;;;48,1;132;;6349,21;1795
Guadarrama;;;15/06/2021 12:59;;;;24,15;1585;;9571,26;685
San Martín de Valdeiglesias;;;15/06/2021 12:59;;;;46,09;931;;10727,04;1338
Torrelodones;;;15/06/2021 12:59;;;35;146,43;2388;;9990,8;1527
Boadilla del Monte;;;15/06/2021 12:59;;;68;119,86;4813;;8483,45;225
Torrejón de Velasco;;;15/06/2021 12:59;;;;91,2;466;;10624,72;1505
Villanueva de Perales;;;15/06/2021 12:59;;;;62,81;133;;8354,27;1782
Tielmes;;;15/06/2021 12:59;;;;73,1;329;;12024,85;1467
San Sebastián de los Reyes;;;15/06/2021 12:59;;;104;114,01;10185;;11164,83;1343
Guadalix de la Sierra;;;15/06/2021 12:59;;;6;93,17;519;;8059,01;679
Humanes de Madrid;;;15/06/2021 12:59;;;24;121,82;2210;;11217,7;730
Chinchón;;;15/06/2021 12:59;;;;36,95;501;;9255,5;528
Cadalso de los Vidrios;;;15/06/2021 12:59;;;;65,64;292;;9583,2;318
Hoyo de Manzanares;;;15/06/2021 12:59;;;8;93,8;815;;9555,63;724
Torrejón de la Calzada;;;15/06/2021 12:59;;;29;315,42;883;;9604,09;1492
Estremera;;;15/06/2021 12:59;;;;0;146;;10944,53;552
Corpa;;;15/06/2021 12:59;;;;0;40;;5532,5;480
Meco;;;15/06/2021 12:59;;;8;54,53;1024;;6980,23;838
Madarcos;;;15/06/2021 12:59;;;;0;6;;12244,9;783
Zarzalejo;;;15/06/2021 12:59;;;;0;132;;7612,46;1837
Arganda del Rey;;;15/06/2021 12:59;;;66;116,45;5546;;9785,1;148
Collado Mediano;;;15/06/2021 12:59;;;;14,07;578;;8135,12;468
Daganzo de Arriba;;;15/06/2021 12:59;;;6;58,04;871;;8426,04;534
Manzanares El Real;;;15/06/2021 12:59;;;16;179,05;774;;8661,59;822
Buitrago del Lozoya;;;15/06/2021 12:59;;;;0;208;;10617,66;278
Valdelaguna;;;15/06/2021 12:59;;;;408,58;71;;7252,3;1570
Valdepiélagos;;;15/06/2021 12:59;;;;0;44;;7166,12;1631
Casarrubuelos;;;15/06/2021 12:59;;;;52,02;396;;10299,09;360
Miraflores de la Sierra;;;15/06/2021 12:59;;;7;110,03;593;;9320,97;856
Paracuellos de Jarama;;;15/06/2021 12:59;;;35;135,05;2189;;8446,19;1049
El Vellón;;;15/06/2021 12:59;;;;99,8;142;;7085,83;1684
Lozoya;;;15/06/2021 12:59;;;;0;27;;4655,17;761
Collado Villalba;;;15/06/2021 12:59;;;60;93,2;8184;;12712,42;474
Colmenarejo;;;15/06/2021 12:59;;;;32,5;786;;8515,71;442
Villavieja del Lozoya;;;15/06/2021 12:59;;;;0;22;;8396,95;1821
Prádena del Rincón;;;15/06/2021 12:59;;;;0;;;3200;1179
La Cabrera;;;15/06/2021 12:59;;;;146,2;354;;12938,6;301
Sevilla la Nueva;;;15/06/2021 12:59;;;27;287,45;933;;9932,93;1415
La Acebeda;;;15/06/2021 12:59;;;;0;;;2941,18;14
Redueña;;;15/06/2021 12:59;;;;0;8;;2962,96;1219
Robledillo de la Jara;;;15/06/2021 12:59;;;;0;11;;11578,95;1245
La Serna del Monte;;;15/06/2021 12:59;;;;1149,43;17;;19540,23;1381
Colmenar de Oreja;;;15/06/2021 12:59;;;7;85,85;818;;10031,89;437
Rozas de Puerto Real;;;15/06/2021 12:59;;;;180,18;38;;6846,85;1283
Valdemanco;;;15/06/2021 12:59;;;;103,84;54;;5607,48;1586
Brunete;;;15/06/2021 12:59;;;5;46,47;1017;;9451,67;262
Titulcia;;;15/06/2021 12:59;;;;0;125;;9321,4;1473
Villa del Prado;;;15/06/2021 12:59;;;;15,01;846;;12700,8;1718
Lozoyuela-Navas-Sieteiglesias;;;15/06/2021 12:59;;;;0;124;;9253,73;9015
Quijorna;;;15/06/2021 12:59;;;7;197,68;388;;10957,36;1198
Valdemoro;;;15/06/2021 12:59;;;116;150,12;6574;;8507,83;1610
Tres Cantos;;;15/06/2021 12:59;;;72;148,99;3737;;7732,9;9036
Torrelaguna;;;15/06/2021 12:59;;;;61,8;465;;9579,73;1512
Rivas-Vaciamadrid;;;15/06/2021 12:59;;;65;71,45;7970;;8760,84;1230
El Atazar;;;15/06/2021 12:59;;;;0;;;1111,11;164
Pedrezuela;;;15/06/2021 12:59;;;;32,52;663;;10780,49;1087
Santa María de la Alameda;;;15/06/2021 12:59;;;;0;71;;5374,72;1356
Horcajuelo de la Sierra;;;15/06/2021 12:59;;;;0;;;4494,38;719
Arroyomolinos;;;15/06/2021 12:59;;;28;85,02;2534;;7693,94;151
Moralzarzal;;;15/06/2021 12:59;;;12;90;1446;;10844,46;908
Canencia;;;15/06/2021 12:59;;;;0;39;;8724,83;344
Villarejo de Salvanés;;;15/06/2021 12:59;;;5;67,27;889;;11960,18;1809
Serranillos del Valle;;;15/06/2021 12:59;;;;69,91;437;;10184,11;1408
Villaviciosa de Odón;;;15/06/2021 12:59;;;42;149,21;2617;;9297,29;1816
Camarma de Esteruelas;;;15/06/2021 12:59;;;15;201,69;532;;7153,42;323
Robledo de Chavela;;;15/06/2021 12:59;;;;22,91;270;;6186,98;1258
Patones;;;15/06/2021 12:59;;;;0;34;;6307,98;1071
Navalagamella;;;15/06/2021 12:59;;;;0;235;;8911,64;954
Rascafría;;;15/06/2021 12:59;;;;231,88;136;;7884,06;1202
El Boalo;;;15/06/2021 12:59;;;;13,05;819;;10687,72;231
Majadahonda;;;15/06/2021 12:59;;;60;83,15;8528;;11819;800
Batres;;;15/06/2021 12:59;;;;0;104;;5942,86;170
Alcobendas;;;15/06/2021 12:59;;;163;137,65;14676;;12393,49;66
Alcalá de Henares;;;15/06/2021 12:59;;;201;101,74;17200;;8706,13;53
Colmenar Viejo;;;15/06/2021 12:59;;;105;202,16;5132;;9881,01;455
San Fernando de Henares;;;15/06/2021 12:59;;;32;80,88;4434;;11206,59;1300
Villalbilla;;;15/06/2021 12:59;;;15;104,22;1005;;6983,05;1723
El Escorial;;;15/06/2021 12:59;;;10;61,11;1291;;7888,79;549
Colmenar del Arroyo;;;15/06/2021 12:59;;;;0;152;;8515,41;421
Torrejón de Ardoz;;;15/06/2021 12:59;;;114;85,81;14018;;10551,51;1489
Piñuécar-Gandullas;;;15/06/2021 12:59;;;;0;11;;6145,25;1147
Brea de Tajo;;;15/06/2021 12:59;;;;197,63;96;;18972,33;259
El Molar;;;15/06/2021 12:59;;;12;129,21;860;;9260,26;869
Belmonte de Tajo;;;15/06/2021 12:59;;;;59,42;153;;9090,91;199
Torres de la Alameda;;;15/06/2021 12:59;;;9;114,9;684;;8732,29;1548
Somosierra;;;15/06/2021 12:59;;;;0;8;;9195,4;1436
Alpedrete;;;15/06/2021 12:59;;;17;114,56;1551;;10452,19;105
Orusco de Tajuña;;;15/06/2021 12:59;;;;154,44;119;;9189,19;1028
La Hiruela;;;15/06/2021 12:59;;;;0;;;4615,38;698
Cervera de Buitrago;;;15/06/2021 12:59;;;;0;16;;9876,54;395
Getafe;;;15/06/2021 12:59;;;176;95,04;18560;;10022,68;650
Ribatejada;;;15/06/2021 12:59;;;;0;75;;9363,3;1224
Villaconejos;;;15/06/2021 12:59;;;5;146,11;404;;11805,96;1701
Valdetorres de Jarama;;;15/06/2021 12:59;;;;87,32;340;;7421,96;1646
Pozuelo de Alarcón;;;15/06/2021 12:59;;;106;121,61;8836;;10137,1;1150
Madrid-Retiro;;;08/06/2021 12:03;;;157;130,44;12231;;10162,01;79603
Madrid-Salamanca;;;08/06/2021 12:03;;;233;157,6;16311;;11032,8;79604
Madrid-Centro;;;08/06/2021 12:03;;;217;154,42;15521;;11045,09;79601
Madrid-Arganzuela;;;08/06/2021 12:03;;;206;132,35;15959;;10253,26;79602
Madrid-Chamartín;;;08/06/2021 12:03;;;231;156,56;15697;;10638,5;79605
Madrid-Tetuán;;;08/06/2021 12:03;;;252;156,14;17250;;10688,46;79606
Madrid-Chamberí;;;08/06/2021 12:03;;;215;152,66;16209;;11509,29;79607
Madrid-Fuencarral-El Pardo;;;08/06/2021 12:03;;;299;119,64;24184;;9677,12;79608
Madrid-Moncloa-Aravaca;;;08/06/2021 12:03;;;192;157,81;14020;;11523,54;79609
Madrid-Latina;;;08/06/2021 12:03;;;333;137,52;24741;;10217,09;79610
Madrid-Carabanchel;;;08/06/2021 12:03;;;286;109,91;28445;;10931,14;79611
Madrid-Usera;;;08/06/2021 12:03;;;143;99,95;16272;;11373,22;79612
Madrid-Puente de Vallecas;;;08/06/2021 12:03;;;320;132,83;32081;;13316,81;79613
Madrid-San Blas - Canillejas;;;08/06/2021 12:03;;;222;137,75;16389;;10169,02;79620
Madrid-Barajas;;;08/06/2021 12:03;;;77;154,05;4806;;9615,27;79621
Madrid-Moratalaz;;;08/06/2021 12:03;;;96;100,45;10461;;10946,25;79614
Madrid-Ciudad Lineal;;;08/06/2021 12:03;;;323;146,89;23989;;10909,5;79615
Madrid-Hortaleza;;;08/06/2021 12:03;;;263;136,11;18835;;9747,7;79616
Madrid-Villaverde;;;08/06/2021 12:03;;;147;95,23;17531;;11356,41;79617
Madrid-Villa de Vallecas;;;08/06/2021 12:03;;;151;131,93;11782;;10294,18;79618
Madrid-Vicálvaro;;;08/06/2021 12:03;;;118;159,45;7346;;9926,49;79619
Alcorcón;;;08/06/2021 12:03;;;232;134,58;16703;;9689,41;72
Navalcarnero;;;08/06/2021 12:03;;;34;113,39;2656;;8857,76;967
San Agustín del Guadalix;;;08/06/2021 12:03;;;9;66,83;1462;;10856,97;1296
Las Rozas de Madrid;;;08/06/2021 12:03;;;122;126,93;8993;;9356,69;1277
Moraleja de Enmedio;;;08/06/2021 12:03;;;5;96,15;606;;11653,85;894
Valdaracete;;;08/06/2021 12:03;;;;0;68;;11239,67;1551
Pozuelo del Rey;;;08/06/2021 12:03;;;;0;77;;6569,97;1163
Puebla de la Sierra;;;08/06/2021 12:03;;;;0;19;;26027,4;1185
Perales de Tajuña;;;08/06/2021 12:03;;;;66,89;260;;8695,65;1104
Valdemorillo;;;08/06/2021 12:03;;;11;86,13;880;;6890,07;1603
Navalafuente;;;08/06/2021 12:03;;;;198,54;131;;8669,76;941
Velilla de San Antonio;;;08/06/2021 12:03;;;7;56,54;1302;;10516,96;1678
Villanueva de la Cañada;;;08/06/2021 12:03;;;52;235,13;2233;;10097,22;1760
Villanueva del Pardillo;;;08/06/2021 12:03;;;35;201,2;1740;;10002,3;1776
Nuevo Baztán;;;08/06/2021 12:03;;;;61,98;489;;7576,7;1006
Villamantilla;;;08/06/2021 12:03;;;;0;118;;7962,21;1757
Villamanta;;;08/06/2021 12:03;;;5;191,94;237;;9097,89;1744
Cabanillas de la Sierra;;;08/06/2021 12:03;;;;0;87;;11082,8;297
Cenicientos;;;08/06/2021 12:03;;;;0;199;;9764,47;376
Puentes Viejas;;;08/06/2021 12:03;;;;429,18;36;;5150,21;9020
Aranjuez;;;08/06/2021 12:03;;;40;66,3;6538;;10836,7;133
Cercedilla;;;08/06/2021 12:03;;;6;83,28;779;;10811,94;382
Santorcaz;;;08/06/2021 12:03;;;;0;62;;6896,55;1369
Coslada;;;08/06/2021 12:03;;;118;144,98;8726;;10721,09;493
Morata de Tajuña;;;08/06/2021 12:03;;;15;191,16;850;;10832,17;915
Robregordo;;;08/06/2021 12:03;;;;0;5;;7692,31;1261
Navarredonda y San Mamés;;;08/06/2021 12:03;;;;0;16;;12403,1;973
Venturada;;;08/06/2021 12:03;;;5;223,11;164;;7318,16;1697
Navacerrada;;;08/06/2021 12:03;;;5;161,76;344;;11129,08;936
Montejo de la Sierra;;;08/06/2021 12:03;;;;0;49;;13461,54;881
Fresno de Torote;;;08/06/2021 12:03;;;;86,99;141;;6133,1;571
Pinilla del Valle;;;08/06/2021 12:03;;;;0;9;;4736,84;1126
Valdemaqueda;;;08/06/2021 12:03;;;;0;70;;9032,26;1599
Navas del Rey;;;08/06/2021 12:03;;;;101,15;300;;10114,63;992
Olmeda de las Fuentes;;;08/06/2021 12:03;;;;0;27;;7803,47;1013
Bustarviejo;;;08/06/2021 12:03;;;;0;155;;6145,92;284
Becerril de la Sierra;;;08/06/2021 12:03;;;6;102,13;660;;11234,04;186
Fuenlabrada;;;08/06/2021 12:03;;;219;112,59;21616;;11112,82;587
Garganta de los Montes;;;08/06/2021 12:03;;;;0;26;;6896,55;626
Pinto;;;08/06/2021 12:03;;;97;181,9;4640;;8701,36;1132
Alameda del Valle;;;08/06/2021 12:03;;;;0;7;;3431,37;35
Berzosa del Lozoya;;;08/06/2021 12:03;;;;0;54;;24324,32;203
Los Santos de la Humosa;;;08/06/2021 12:03;;;;148,48;222;;8240,53;1375
El Álamo;;;08/06/2021 12:03;;;7;70,98;1014;;10281,89;40
Pelayos de la Presa;;;08/06/2021 12:03;;;;0;231;;8632,29;1090
Galapagar;;;08/06/2021 12:03;;;31;89,86;3518;;10197,99;611
Griñón;;;08/06/2021 12:03;;;23;220,41;1198;;11480,59;663
Gargantilla del Lozoya y Pinilla de Buitrago;;;08/06/2021 12:03;;;;0;43;;13915,86;632
Aldea del Fresno;;;08/06/2021 12:03;;;7;235,45;271;;9115,37;88
Carabaña;;;08/06/2021 12:03;;;;192,22;192;;9226,33;357
Talamanca de Jarama;;;08/06/2021 12:03;;;;74,78;409;;10194,42;1454
Chapinería;;;08/06/2021 12:03;;;;0;133;;5509,53;513
Ciempozuelos;;;08/06/2021 12:03;;;18;71,7;2416;;9623,96;409
